task,seed,epoch,train_acc,test_acc,status
addition,0,104,0.1574248120300752,0.0023492560689115116,failed-to-learn
addition,0,105,0.15899122807017543,0.0025058731401722788,failed-to-learn
addition,0,106,0.16275062656641603,0.0029757243539545813,failed-to-learn
addition,0,107,0.16604010025062657,0.0028191072826938136,failed-to-learn
addition,0,108,0.16447368421052633,0.0031323414252153485,failed-to-learn
addition,0,109,0.1661967418546366,0.0025058731401722788,failed-to-learn
addition,0,110,0.17042606516290726,0.003288958496476116,failed-to-learn
addition,0,111,0.17089598997493735,0.003758809710258418,failed-to-learn
addition,0,112,0.17355889724310777,0.003758809710258418,failed-to-learn
addition,0,113,0.17261904761904762,0.0034455755677368833,failed-to-learn
addition,0,114,0.17355889724310777,0.003915426781519186,failed-to-learn
addition,0,115,0.17653508771929824,0.003758809710258418,failed-to-learn
addition,0,116,0.17355889724310777,0.003915426781519186,failed-to-learn
addition,0,117,0.17935463659147868,0.003758809710258418,failed-to-learn
addition,0,118,0.17857142857142858,0.00422866092404072,failed-to-learn
addition,0,119,0.17966791979949875,0.0040720438527799534,failed-to-learn
addition,0,120,0.18233082706766918,0.003758809710258418,failed-to-learn
addition,0,121,0.18327067669172933,0.003915426781519186,failed-to-learn
addition,0,122,0.18389724310776942,0.00422866092404072,failed-to-learn
addition,0,123,0.18718671679197996,0.003915426781519186,failed-to-learn
addition,0,124,0.18906641604010024,0.003758809710258418,failed-to-learn
addition,0,125,0.1912593984962406,0.00422866092404072,failed-to-learn
addition,0,126,0.19094611528822056,0.003915426781519186,failed-to-learn
addition,0,127,0.19235588972431078,0.004385277995301488,failed-to-learn
addition,0,128,0.19783834586466165,0.003602192638997651,failed-to-learn
addition,0,129,0.19642857142857142,0.00422866092404072,failed-to-learn
addition,0,130,0.19486215538847118,0.0045418950665622555,failed-to-learn
addition,0,131,0.19987468671679198,0.00422866092404072,failed-to-learn
addition,0,132,0.20112781954887218,0.00422866092404072,failed-to-learn
addition,0,133,0.20222431077694236,0.0050117462803445575,failed-to-learn
addition,0,134,0.20144110275689223,0.004385277995301488,failed-to-learn
addition,0,135,0.20238095238095238,0.003915426781519186,failed-to-learn
addition,0,136,0.20441729323308272,0.0045418950665622555,failed-to-learn
addition,0,137,0.20394736842105263,0.00485512920908379,failed-to-learn
addition,0,138,0.20645363408521303,0.0045418950665622555,failed-to-learn
addition,0,139,0.20942982456140352,0.0045418950665622555,failed-to-learn
addition,0,140,0.20848997493734336,0.00485512920908379,failed-to-learn
addition,0,141,0.212562656641604,0.0050117462803445575,failed-to-learn
addition,0,142,0.21334586466165414,0.0050117462803445575,failed-to-learn
addition,0,143,0.21412907268170425,0.005324980422866093,failed-to-learn
addition,0,144,0.21679197994987467,0.005324980422866093,failed-to-learn
addition,0,145,0.21663533834586465,0.0050117462803445575,failed-to-learn
addition,0,146,0.21710526315789475,0.005324980422866093,failed-to-learn
addition,0,147,0.22039473684210525,0.00548159749412686,failed-to-learn
addition,0,148,0.2213345864661654,0.006108065779169929,failed-to-learn
addition,0,149,0.22540726817042606,0.005324980422866093,failed-to-learn
addition,0,150,0.22556390977443608,0.005638214565387627,failed-to-learn
addition,0,151,0.22556390977443608,0.0059514487079091625,failed-to-learn
addition,0,152,0.22697368421052633,0.005638214565387627,failed-to-learn
addition,0,153,0.2276002506265664,0.006734534064212999,failed-to-learn
addition,0,154,0.23276942355889724,0.006264682850430697,failed-to-learn
addition,0,155,0.2337092731829574,0.0059514487079091625,failed-to-learn
addition,0,156,0.23292606516290726,0.0059514487079091625,failed-to-learn
addition,0,157,0.23433583959899748,0.006264682850430697,failed-to-learn
addition,0,158,0.23840852130325815,0.006577916992952232,failed-to-learn
addition,0,159,0.23934837092731828,0.006421299921691465,failed-to-learn
addition,0,160,0.24107142857142858,0.006734534064212999,failed-to-learn
addition,0,161,0.24216791979949875,0.007204385277995302,failed-to-learn
addition,0,162,0.24389097744360902,0.006577916992952232,failed-to-learn
addition,0,163,0.243734335839599,0.007047768206734534,failed-to-learn
addition,0,164,0.24514411027568922,0.007674236491777604,failed-to-learn
addition,0,165,0.24906015037593984,0.007361002349256069,failed-to-learn
addition,0,166,0.24671052631578946,0.007517619420516836,failed-to-learn
addition,0,167,0.24530075187969924,0.007204385277995302,failed-to-learn
addition,0,168,0.24953007518796994,0.007517619420516836,failed-to-learn
addition,0,169,0.25203634085213034,0.007204385277995302,failed-to-learn
addition,0,170,0.2523496240601504,0.007830853563038372,failed-to-learn
addition,0,171,0.25219298245614036,0.007047768206734534,failed-to-learn
addition,0,172,0.25454260651629074,0.00798747063429914,failed-to-learn
addition,0,173,0.2576754385964912,0.008613938919342208,failed-to-learn
addition,0,174,0.25626566416040103,0.008300704776820673,failed-to-learn
addition,0,175,0.2573621553884712,0.008144087705559907,failed-to-learn
addition,0,176,0.2592418546365915,0.00845732184808144,failed-to-learn
addition,0,177,0.2573621553884712,0.009083790133124511,failed-to-learn
addition,0,178,0.2601817042606516,0.008300704776820673,failed-to-learn
addition,0,179,0.26284461152882205,0.009553641346906812,failed-to-learn
addition,0,180,0.262374686716792,0.009553641346906812,failed-to-learn
addition,0,181,0.26472431077694236,0.009240407204385279,failed-to-learn
addition,0,182,0.26456766917293234,0.009240407204385279,failed-to-learn
addition,0,183,0.26472431077694236,0.01033672670321065,failed-to-learn
addition,0,184,0.26472431077694236,0.009866875489428347,failed-to-learn
addition,0,185,0.2666040100250627,0.010023492560689115,failed-to-learn
addition,0,186,0.2706766917293233,0.01033672670321065,failed-to-learn
addition,0,187,0.27286967418546365,0.01033672670321065,failed-to-learn
addition,0,188,0.2700501253132832,0.01033672670321065,failed-to-learn
addition,0,189,0.26629072681704263,0.010180109631949883,failed-to-learn
addition,0,190,0.2730263157894737,0.011276429130775254,failed-to-learn
addition,0,191,0.27725563909774437,0.010649960845732186,failed-to-learn
addition,0,192,0.2731829573934837,0.010649960845732186,failed-to-learn
addition,0,193,0.2808583959899749,0.011276429130775254,failed-to-learn
addition,0,194,0.2824248120300752,0.010649960845732186,failed-to-learn
addition,0,195,0.28461779448621555,0.011433046202036022,failed-to-learn
addition,0,196,0.2844611528822055,0.01096319498825372,failed-to-learn
addition,0,197,0.28602756892230574,0.011119812059514487,failed-to-learn
addition,0,198,0.2866541353383459,0.012216131558339859,failed-to-learn
addition,0,199,0.2866541353383459,0.012529365700861394,failed-to-learn
addition,0,200,0.2894736842105263,0.011276429130775254,failed-to-learn
addition,0,201,0.2899436090225564,0.01158966327329679,failed-to-learn
addition,0,202,0.29104010025062654,0.012685982772122162,failed-to-learn
addition,0,203,0.29025689223057644,0.01158966327329679,failed-to-learn
addition,0,204,0.29276315789473684,0.012059514487079091,failed-to-learn
addition,0,205,0.29197994987468673,0.012216131558339859,failed-to-learn
addition,0,206,0.29542606516290726,0.013155833985904464,failed-to-learn
addition,0,207,0.2958959899749373,0.012372748629600626,failed-to-learn
addition,0,208,0.29636591478696744,0.01284259984338293,failed-to-learn
addition,0,209,0.29542606516290726,0.012059514487079091,failed-to-learn
addition,0,210,0.2947994987468672,0.012685982772122162,failed-to-learn
addition,0,211,0.30028195488721804,0.013155833985904464,failed-to-learn
addition,0,212,0.29887218045112784,0.013782302270947533,failed-to-learn
addition,0,213,0.30294486215538846,0.01284259984338293,failed-to-learn
addition,0,214,0.2982456140350877,0.01456538762725137,failed-to-learn
addition,0,215,0.3023182957393484,0.01331245105716523,failed-to-learn
addition,0,216,0.30545112781954886,0.01331245105716523,failed-to-learn
addition,0,217,0.3049812030075188,0.014095536413469069,failed-to-learn
addition,0,218,0.30874060150375937,0.014095536413469069,failed-to-learn
addition,0,219,0.3056077694235589,0.013155833985904464,failed-to-learn
addition,0,220,0.3041979949874687,0.013782302270947533,failed-to-learn
addition,0,221,0.3101503759398496,0.013625685199686766,failed-to-learn
addition,0,222,0.30795739348370926,0.014722004698512137,failed-to-learn
addition,0,223,0.30717418546365916,0.014722004698512137,failed-to-learn
addition,0,224,0.30905388471177947,0.015035238841033673,failed-to-learn
addition,0,225,0.31343984962406013,0.014408770555990604,failed-to-learn
addition,0,226,0.3150062656641604,0.014095536413469069,failed-to-learn
addition,0,227,0.31265664160401,0.014878621769772905,failed-to-learn
addition,0,228,0.3142230576441103,0.016131558339859044,failed-to-learn
addition,0,229,0.31641604010025065,0.015035238841033673,failed-to-learn
addition,0,230,0.3168859649122807,0.015348472983555208,failed-to-learn
addition,0,231,0.3190789473684211,0.01597494126859828,failed-to-learn
addition,0,232,0.3223684210526316,0.016131558339859044,failed-to-learn
addition,0,233,0.3226817042606516,0.01519185591229444,failed-to-learn
addition,0,234,0.32299498746867167,0.016601409553641346,failed-to-learn
addition,0,235,0.32346491228070173,0.01581832419733751,failed-to-learn
addition,0,236,0.32847744360902253,0.017384494909945186,failed-to-learn
addition,0,237,0.32550125313283207,0.01644479248238058,failed-to-learn
addition,0,238,0.32612781954887216,0.01691464369616288,failed-to-learn
addition,0,239,0.3276942355889724,0.01754111198120595,failed-to-learn
addition,0,240,0.3316102756892231,0.017854346123727487,failed-to-learn
addition,0,241,0.33098370927318294,0.01644479248238058,failed-to-learn
addition,0,242,0.33458646616541354,0.017384494909945186,failed-to-learn
addition,0,243,0.33348997493734334,0.016601409553641346,failed-to-learn
addition,0,244,0.33395989974937346,0.017384494909945186,failed-to-learn
addition,0,245,0.3394423558897243,0.017384494909945186,failed-to-learn
addition,0,246,0.33364661654135336,0.01754111198120595,failed-to-learn
addition,0,247,0.33521303258145363,0.016758026624902115,failed-to-learn
addition,0,248,0.3380325814536341,0.017697729052466717,failed-to-learn
addition,0,249,0.33709273182957394,0.017697729052466717,failed-to-learn
addition,0,250,0.33959899749373434,0.017384494909945186,failed-to-learn
addition,0,251,0.33959899749373434,0.01754111198120595,failed-to-learn
addition,0,252,0.33959899749373434,0.018324197337509788,failed-to-learn
addition,0,253,0.3458646616541353,0.018324197337509788,failed-to-learn
addition,0,254,0.34884085213032584,0.018167580266249022,failed-to-learn
addition,0,255,0.3480576441102757,0.018637431480031323,failed-to-learn
addition,0,256,0.350093984962406,0.018480814408770557,failed-to-learn
addition,0,257,0.35228696741854637,0.018794048551292093,failed-to-learn
addition,0,258,0.35291353383458646,0.019263899765074394,failed-to-learn
addition,0,259,0.35040726817042606,0.01942051683633516,failed-to-learn
addition,0,260,0.35119047619047616,0.01942051683633516,failed-to-learn
addition,0,261,0.3519736842105263,0.01957713390759593,failed-to-learn
addition,0,262,0.3583959899749373,0.01957713390759593,failed-to-learn
addition,0,263,0.35620300751879697,0.020830070477682067,failed-to-learn
addition,0,264,0.3598057644110276,0.019733750978856695,failed-to-learn
addition,0,265,0.3598057644110276,0.02051683633516053,failed-to-learn
addition,0,266,0.36199874686716793,0.02051683633516053,failed-to-learn
addition,0,267,0.36278195488721804,0.0206734534064213,failed-to-learn
addition,0,268,0.3657581453634085,0.02051683633516053,failed-to-learn
addition,0,269,0.3651315789473684,0.02129992169146437,failed-to-learn
addition,0,270,0.36466165413533835,0.022083007047768208,failed-to-learn
addition,0,271,0.36889097744360905,0.022866092404072044,failed-to-learn
addition,0,272,0.3693609022556391,0.023335943617854345,failed-to-learn
addition,0,273,0.3699874686716792,0.02364917776037588,failed-to-learn
addition,0,274,0.37390350877192985,0.02380579483163665,failed-to-learn
addition,0,275,0.3768796992481203,0.023492560689115115,failed-to-learn
addition,0,276,0.37546992481203006,0.024745497259201252,failed-to-learn
addition,0,277,0.38110902255639095,0.02615505090054816,failed-to-learn
addition,0,278,0.3815789473684211,0.025215348472983554,failed-to-learn
addition,0,279,0.3833020050125313,0.025998433829287394,failed-to-learn
addition,0,280,0.38471177944862156,0.026468285043069695,failed-to-learn
addition,0,281,0.387531328320802,0.026468285043069695,failed-to-learn
addition,0,282,0.3908208020050125,0.02678151918559123,failed-to-learn
addition,0,283,0.38894110275689225,0.02631166797180893,failed-to-learn
addition,0,284,0.3941102756892231,0.02678151918559123,failed-to-learn
addition,0,285,0.39473684210526316,0.029444009397024275,failed-to-learn
addition,0,286,0.40225563909774437,0.028974158183241974,failed-to-learn
addition,0,287,0.40460526315789475,0.027721221613155832,failed-to-learn
addition,0,288,0.39771303258145363,0.030540328895849646,failed-to-learn
addition,0,289,0.4033521303258145,0.03038371182458888,failed-to-learn
addition,0,290,0.40538847117794485,0.02928739232576351,failed-to-learn
addition,0,291,0.40961779448621555,0.030540328895849646,failed-to-learn
addition,0,292,0.41478696741854637,0.03210649960845732,failed-to-learn
addition,0,293,0.4151002506265664,0.030853563038371182,failed-to-learn
addition,0,294,0.41290726817042606,0.03476898981989037,failed-to-learn
addition,0,295,0.4201127819548872,0.03210649960845732,failed-to-learn
addition,0,296,0.42465538847117795,0.033359436178543464,failed-to-learn
addition,0,297,0.42606516290726815,0.03476898981989037,failed-to-learn
addition,0,298,0.4259085213032581,0.03711824588880188,failed-to-learn
addition,0,299,0.42700501253132833,0.03570869224745497,failed-to-learn
addition,0,300,0.43374060150375937,0.03743148003132341,failed-to-learn
addition,0,301,0.43342731829573933,0.039624119028974156,failed-to-learn
addition,0,302,0.43765664160401,0.039937353171495694,failed-to-learn
addition,0,303,0.44783834586466165,0.040563821456538765,failed-to-learn
addition,0,304,0.44470551378446116,0.04432263116679718,failed-to-learn
addition,0,305,0.45457393483709274,0.04792482380579483,failed-to-learn
addition,0,306,0.45880325814536344,0.046515270164447925,failed-to-learn
addition,0,307,0.4650689223057644,0.05058731401722788,failed-to-learn
addition,0,308,0.47023809523809523,0.05450274079874706,failed-to-learn
addition,0,309,0.48370927318295737,0.057635082223962415,failed-to-learn
addition,0,310,0.4868421052631579,0.06499608457321848,failed-to-learn
addition,0,311,0.5018796992481203,0.06750195771339076,failed-to-learn
addition,0,312,0.506109022556391,0.07314017227877839,failed-to-learn
addition,0,313,0.5170739348370927,0.07862176977290525,failed-to-learn
addition,0,314,0.5261591478696742,0.08629600626468285,failed-to-learn
addition,0,315,0.5421365914786967,0.09162098668754894,failed-to-learn
addition,0,316,0.549812030075188,0.09694596711041503,failed-to-learn
addition,0,317,0.5601503759398496,0.1019577133907596,failed-to-learn
addition,0,318,0.5697055137844611,0.10978856695379796,failed-to-learn
addition,0,319,0.5834899749373433,0.1168363351605325,failed-to-learn
addition,0,320,0.5905388471177945,0.12325763508222397,failed-to-learn
addition,0,321,0.6026002506265664,0.12670321064996085,failed-to-learn
addition,0,322,0.6112155388471178,0.13735317149569304,failed-to-learn
addition,0,323,0.6212406015037594,0.1447141738449491,failed-to-learn
addition,0,324,0.6337719298245614,0.15442443226311667,failed-to-learn
addition,0,325,0.643640350877193,0.16178543461237274,failed-to-learn
addition,0,326,0.6547619047619048,0.16664056382145653,failed-to-learn
addition,0,327,0.6651002506265664,0.17353171495693032,failed-to-learn
addition,0,328,0.6781015037593985,0.18214565387627252,failed-to-learn
addition,0,329,0.6846804511278195,0.18825371965544244,failed-to-learn
addition,0,330,0.7012844611528822,0.2028191072826938,failed-to-learn
addition,0,331,0.7131892230576441,0.21425215348472984,failed-to-learn
addition,0,332,0.7216478696741855,0.2206734534064213,failed-to-learn
addition,0,333,0.7371553884711779,0.2327329678935004,failed-to-learn
addition,0,334,0.7501566416040101,0.24400939702427565,failed-to-learn
addition,0,335,0.7612781954887218,0.2566953797963978,failed-to-learn
addition,0,336,0.7720864661654135,0.2748629600626468,failed-to-learn
addition,0,337,0.7883771929824561,0.28786217697729055,failed-to-learn
addition,0,338,0.7987155388471178,0.3019577133907596,failed-to-learn
addition,0,339,0.8088972431077694,0.31667971808927176,failed-to-learn
addition,0,340,0.8217418546365914,0.3271730618637432,failed-to-learn
addition,0,341,0.8286340852130326,0.3403288958496476,failed-to-learn
addition,0,342,0.8414786967418546,0.35630383711824587,failed-to-learn
addition,0,343,0.8521303258145363,0.3657008613938919,failed-to-learn
addition,0,344,0.8627819548872181,0.38214565387627253,failed-to-learn
addition,0,345,0.8703007518796992,0.39451840250587317,failed-to-learn
addition,0,346,0.8801691729323309,0.40751761942051684,failed-to-learn
addition,0,347,0.8865914786967418,0.4267815191855912,failed-to-learn
addition,0,348,0.8972431077694235,0.43335943617854344,failed-to-learn
addition,0,349,0.8964598997493735,0.4487079091620987,failed-to-learn
addition,0,350,0.906328320802005,0.4620203602192639,failed-to-learn
addition,0,351,0.9166666666666666,0.47783868441660143,failed-to-learn
addition,0,352,0.9213659147869674,0.48833202819107285,failed-to-learn
addition,0,353,0.931704260651629,0.5071260767423649,learned-but-plateaued
addition,0,354,0.9349937343358395,0.5162098668754894,learned-but-plateaued
addition,0,355,0.9423558897243107,0.53469068128426,learned-but-plateaued
addition,0,356,0.9468984962406015,0.5411119812059515,learned-but-plateaued
addition,0,357,0.9517543859649122,0.5550509005481598,learned-but-plateaued
addition,0,358,0.9523809523809523,0.5740015661707126,learned-but-plateaued
addition,0,359,0.9598997493734336,0.5718089271730619,learned-but-plateaued
addition,0,360,0.956766917293233,0.5940485512920909,learned-but-plateaued
addition,0,361,0.9600563909774437,0.6059514487079092,learned-but-plateaued
addition,0,362,0.9682017543859649,0.6184808144087706,learned-but-plateaued
addition,0,363,0.9696115288220551,0.6275646045418951,learned-but-plateaued
addition,0,364,0.9744674185463659,0.6449490994518402,learned-but-plateaued
addition,0,365,0.9777568922305765,0.6535630383711825,learned-but-plateaued
addition,0,366,0.9796365914786967,0.6656225528582616,learned-but-plateaued
addition,0,367,0.9830827067669173,0.6729835552075176,learned-but-plateaued
addition,0,368,0.9819862155388471,0.6836335160532498,learned-but-plateaued
addition,0,369,0.9833959899749374,0.6917776037588097,learned-but-plateaued
addition,0,370,0.9855889724310777,0.6963194988253719,learned-but-plateaued
addition,0,371,0.9874686716791979,0.7093187157400157,learned-but-plateaued
addition,0,372,0.9868421052631579,0.7216914643696163,learned-but-plateaued
addition,0,373,0.9906015037593985,0.7287392325763509,learned-but-plateaued
addition,0,374,0.9895050125313283,0.7381362568519969,learned-but-plateaued
addition,0,375,0.9899749373433584,0.7456538762725137,learned-but-plateaued
addition,0,376,0.9921679197994987,0.756930305403289,learned-but-plateaued
addition,0,377,0.993734335839599,0.7625685199686766,learned-but-plateaued
addition,0,378,0.9927944862155389,0.7691464369616288,learned-but-plateaued
addition,0,379,0.9940476190476191,0.7707126076742364,learned-but-plateaued
addition,0,380,0.9945175438596491,0.7895066562255286,learned-but-plateaued
addition,0,381,0.9954573934837093,0.7870007830853563,learned-but-plateaued
addition,0,382,0.9948308270676691,0.7995301487862176,learned-but-plateaued
addition,0,383,0.9962406015037594,0.8059514487079091,learned-but-plateaued
addition,0,384,0.9959273182957393,0.8140955364134691,learned-but-plateaued
addition,0,385,0.9973370927318296,0.8300704776820673,learned-but-plateaued
addition,0,386,0.9967105263157895,0.8289741581832419,learned-but-plateaued
addition,0,387,0.9960839598997494,0.836335160532498,learned-but-plateaued
addition,0,388,0.9974937343358395,0.8411902897415818,learned-but-plateaued
addition,0,389,0.9965538847117794,0.8449490994518403,learned-but-plateaued
addition,0,390,0.9971804511278195,0.8519968676585747,learned-but-plateaued
addition,0,391,0.9985902255639098,0.8617071260767424,learned-but-plateaued
addition,0,392,0.9987468671679198,0.8695379796397807,learned-but-plateaued
addition,0,393,0.9982769423558897,0.8736100234925607,learned-but-plateaued
addition,0,394,0.9981203007518797,0.8792482380579483,learned-but-plateaued
addition,0,395,0.9984335839598998,0.8837901331245106,learned-but-plateaued
addition,0,396,0.9982769423558897,0.8906812842599844,learned-but-plateaued
addition,0,397,0.9981203007518797,0.8922474549725921,learned-but-plateaued
addition,0,398,0.9989035087719298,0.8977290524667189,learned-but-plateaued
addition,0,399,0.9979636591478697,0.8997650743931088,learned-but-plateaued
addition,0,400,0.9982769423558897,0.9049334377447141,learned-but-plateaued
addition,0,401,0.9982769423558897,0.9072826938136257,learned-but-plateaued
addition,0,402,0.9989035087719298,0.9160532498042286,learned-but-plateaued
addition,0,403,0.9993734335839599,0.9248238057948316,learned-but-plateaued
addition,0,404,0.9998433583959899,0.9276429130775254,learned-but-plateaued
addition,0,405,0.9995300751879699,0.9303054032889585,learned-but-plateaued
addition,0,406,1.0,0.9371965544244323,learned-but-plateaued
addition,0,407,0.9990601503759399,0.9315583398590447,learned-but-plateaued
addition,0,408,0.9998433583959899,0.9389193422083008,learned-but-plateaued
addition,0,409,0.9998433583959899,0.9401722787783868,learned-but-plateaued
addition,0,410,0.9993734335839599,0.9456538762725137,learned-but-plateaued
addition,0,411,0.9990601503759399,0.9487862176977291,learned-but-plateaued
addition,0,412,0.9985902255639098,0.9475332811276429,learned-but-plateaued
addition,0,413,0.9989035087719298,0.9490994518402506,learned-but-plateaued
addition,0,414,0.9995300751879699,0.9539545810493344,learned-but-plateaued
addition,0,415,1.0,0.9569303054032889,learned-but-plateaued
addition,0,416,0.9998433583959899,0.9630383711824589,learned-but-plateaued
addition,0,417,1.0,0.9671104150352389,learned-but-plateaued
